state_code,county_code,pap_smear,mammogram,proctoscopy,pneumo_vax,flu_vac
44,3,84.7,87.1,53.6,70.0,74.9
44,5,85.1,88.0,56.3,66.2,70.2
44,7,84.5,86.2,51.8,69.9,72.0
44,9,87.7,88.9,60.5,72.5,76.1
45,1,,85.0,,,
45,3,87.0,80.0,50.1,64.2,69.1
45,7,81.5,80.6,42.4,68.2,69.7
45,9,93.0,,,,
45,11,80.7,,,,
45,13,86.0,85.7,50.0,70.8,68.4
45,15,88.1,81.9,43.2,71.6,65.9
45,17,90.4,,,,
45,19,88.2,83.7,50.2,66.6,70.2
45,21,76.1,,37.9,,
45,25,79.0,,37.8,,
45,27,87.2,,33.9,,
45,29,78.4,,,,
45,31,85.4,86.8,49.8,,
45,33,,,31.1,,
45,35,87.5,76.5,38.7,,70.2
45,37,87.9,,,,
45,39,83.2,,,,
45,41,84.9,80.9,46.8,63.7,62.3
45,43,86.6,81.8,50.9,69.1,68.9
45,45,84.4,78.9,52.3,62.0,63.8
45,47,89.0,80.5,44.0,61.2,65.0
45,49,88.6,,,,
45,51,81.6,74.7,38.9,59.5,68.2
45,55,87.3,,45.1,,
45,57,86.1,,,,
45,59,87.1,79.9,43.3,,
45,61,91.1,,,,
45,63,87.3,76.4,55.7,66.2,71.9
45,67,73.6,,,,
45,69,77.8,,,,
45,71,79.2,86.7,,,
45,73,82.1,76.1,43.6,63.7,70.4
45,75,86.0,88.4,36.5,64.4,74.0
45,77,77.5,73.5,41.3,58.5,66.6
45,79,89.7,85.8,55.4,66.9,66.5
45,83,81.8,81.3,44.2,53.7,60.7
45,85,82.3,78.3,52.1,59.3,63.8
45,87,80.9,,,,
45,89,87.5,,,,
45,91,80.8,77.2,47.0,63.1,66.3
46,3,84.7,,,,
46,5,84.4,80.6,46.3,57.3,68.9
46,7,85.6,,,,
46,9,74.2,73.7,32.9,64.4,77.1
46,11,82.2,81.9,44.6,63.6,77.3
46,13,82.2,81.8,46.0,60.2,72.2
46,15,73.3,81.6,,,79.7
46,19,82.8,75.2,40.3,67.6,73.4
46,23,75.1,75.7,32.1,69.6,74.3
46,25,80.0,78.9,,,76.3
46,27,87.8,90.6,,,79.4
46,29,84.5,81.7,45.9,64.3,82.5
46,31,86.7,,,,
46,33,78.3,68.2,38.8,62.6,71.4
46,35,82.3,76.3,43.5,64.8,75.8
46,37,73.7,85.9,38.7,61.1,78.3
46,39,80.4,,,,75.0
46,41,85.2,83.1,,,
46,43,80.9,91.1,,,75.2
46,45,87.1,81.9,,,
46,47,76.4,73.0,33.8,67.4,67.0
46,51,77.2,78.8,35.2,56.6,70.1
46,53,77.9,,41.4,59.3,68.2
46,57,73.4,84.1,,66.0,80.2
46,59,81.3,82.1,,,71.7
46,65,86.5,82.8,53.5,64.4,78.2
46,67,79.7,73.1,38.6,49.2,73.4
46,71,78.6,,,,
46,73,79.1,,,,
46,77,79.7,73.6,30.9,65.9,83.0
46,79,79.1,77.1,36.0,62.8,76.2
46,81,80.5,78.5,46.8,64.3,75.0
46,83,89.6,85.3,47.3,59.8,74.0
46,85,77.2,,,,
46,87,86.7,,,,
46,89,79.3,,,,
46,91,83.4,83.5,,,74.7
46,93,85.4,75.0,40.6,66.3,77.8
46,99,87.4,81.4,44.0,59.3,80.0
46,101,84.1,,26.2,,
46,103,87.2,80.6,49.9,67.3,75.6
46,105,77.8,,,,74.7
46,109,81.9,76.8,31.2,55.2,72.2
46,111,83.0,,,,
46,113,85.1,,,,
46,115,86.6,88.3,56.0,60.2,67.0
46,117,78.3,,,,
46,121,80.1,,,,
46,123,80.6,72.4,27.1,62.8,65.7
46,125,75.0,67.0,34.0,62.6,66.5
46,127,83.4,89.0,44.4,,
46,129,79.7,74.4,40.9,55.5,75.8
46,135,80.7,80.2,44.9,60.2,74.6
46,137,85.2,,,,
47,1,82.2,79.9,,,80.4
47,3,80.4,,,,
47,9,85.0,,,,
47,11,83.6,81.2,,,
47,13,82.6,,,,
47,17,80.2,,,,
47,19,76.2,,,,
47,21,86.5,,,,
47,29,90.6,,,,
47,31,77.0,,,,
47,35,78.7,,,,
47,37,85.1,83.1,51.4,66.3,66.3
47,43,81.0,,,,
47,45,81.6,,,,
47,51,77.0,,,,
47,53,80.4,,,,
47,55,85.8,,,,
47,59,85.2,76.8,,,
47,63,84.0,,,,
47,65,85.8,85.5,47.6,67.1,66.8
47,73,79.1,,,,
47,75,85.9,,,,
47,81,85.1,,,,
47,89,81.7,,,,
47,93,83.4,80.0,49.1,73.2,77.5
47,97,84.1,,,,
47,99,77.2,,,,
47,103,85.8,,,,
47,105,80.8,,,,
47,107,83.7,91.2,,,
47,109,81.1,,,,
47,113,86.0,77.9,33.6,,
47,119,89.2,84.5,,,
47,123,75.8,,,,
47,125,90.7,85.7,,,
47,131,82.1,,,,
47,141,85.9,,,,
47,145,85.5,,,,
47,147,82.9,,,,
47,149,84.5,84.6,36.9,,
47,155,79.3,80.3,,,
47,157,87.1,83.8,40.9,53.8,62.5
47,163,82.5,82.4,56.5,73.6,73.9
47,165,89.7,73.4,,,
47,167,83.8,,,,
47,179,82.6,81.8,50.2,,
47,183,73.8,,,,
47,187,89.6,83.3,,,
47,189,85.7,80.3,,,
48,27,86.2,86.1,,,
48,29,83.6,84.9,42.5,65.4,70.4
48,37,81.6,,,,
48,39,91.0,,,,
48,61,71.5,,37.2,,
48,85,89.6,,,,79.7
48,113,85.2,76.1,44.1,64.7,64.9
48,121,88.9,,,,
48,139,86.9,,,,
48,141,78.6,72.2,35.2,48.7,54.3
48,157,87.1,,,,
48,167,87.9,,,,
48,201,80.1,75.5,43.8,56.3,61.4
48,209,81.4,,,,
48,215,70.1,,34.6,55.9,60.2
48,245,74.8,,44.2,,
48,303,84.4,80.0,43.3,67.9,62.5
48,309,83.5,,,,
48,339,84.9,,,,
48,355,77.6,,34.3,,
48,367,89.7,,,,
48,381,79.0,,,86.1,82.6
48,423,76.7,,43.2,,
48,439,83.6,82.7,44.6,66.9,67.2
48,451,81.9,,,,
48,453,86.1,81.1,49.5,66.2,69.2
48,479,74.4,,,,
48,485,78.2,,,,
48,491,85.6,84.4,43.5,,
49,3,71.9,81.1,32.6,63.9,81.1
49,5,73.4,80.6,54.3,65.1,74.3
49,7,67.3,73.3,25.1,60.8,69.8
49,11,80.1,79.3,41.5,60.5,72.5
49,13,66.0,,35.8,40.6,68.2
49,15,70.6,,23.3,,
49,19,75.8,,32.9,,
49,21,,,40.8,,
49,23,,,19.7,,
49,27,71.8,,27.0,,
49,35,78.2,77.3,47.6,68.5,72.7
49,39,,,26.8,67.6,62.7
49,41,61.5,,32.9,,
49,43,91.5,80.6,47.0,58.1,70.0
49,45,77.3,70.5,42.3,68.5,75.3
49,47,72.3,70.4,29.4,52.6,65.9
49,49,69.9,67.2,35.7,68.7,71.1
49,51,78.2,76.1,48.0,,
49,53,71.5,75.3,42.4,66.0,72.2
49,57,75.4,72.8,43.9,69.6,73.6
50,1,83.7,84.6,47.0,63.5,71.8
50,3,82.9,80.6,59.1,76.5,74.3
50,5,83.6,78.2,43.1,64.0,67.1
50,7,86.6,81.3,56.0,68.7,76.7
50,9,79.9,72.7,41.7,,56.0
50,11,85.3,78.9,43.9,60.6,63.4
50,13,84.4,76.3,56.6,,
50,15,83.9,82.9,59.7,65.0,70.1
50,17,84.7,81.7,46.5,60.2,64.2
50,19,81.2,80.8,47.9,69.2,71.1
50,21,82.2,80.6,43.6,64.7,66.4
50,23,87.6,83.7,53.2,67.0,74.6
50,25,81.2,74.6,43.6,68.2,73.2
50,27,80.4,80.2,46.9,65.8,68.0
51,1,79.3,83.5,41.5,,
51,3,85.1,92.2,55.2,76.7,74.2
51,13,86.8,,,,
51,19,85.2,,,,
51,25,91.4,,,,
51,41,87.2,81.4,58.7,,66.9
51,53,92.1,,,,
51,59,87.2,79.8,60.1,,72.8
51,61,84.2,,,,
51,67,83.4,,,,
51,69,82.4,86.5,,,
51,83,85.9,,,,
51,85,87.0,,51.8,,
51,87,88.7,85.6,55.6,56.6,65.4
51,89,81.9,,42.9,,
51,93,94.6,,,,
51,95,,88.5,,,
51,105,82.8,,,,
51,107,90.3,82.6,58.5,,
51,117,88.1,83.3,,,
51,121,89.9,,,,
51,131,,89.7,,,
51,135,86.5,,,,
51,143,86.1,83.0,35.9,,
51,149,91.0,,,,
51,153,89.7,88.1,55.6,,
51,161,81.2,79.3,53.2,71.1,
51,171,83.5,,,,
51,177,84.8,,,,
51,179,85.0,,,,
51,185,76.7,,,,
51,187,93.0,,,,
51,195,89.3,,35.1,,
51,199,92.6,,,,
51,510,,81.4,56.9,,
51,550,86.2,84.1,55.9,,70.9
51,590,83.5,,,,
51,650,85.0,,54.9,,
51,680,87.0,85.4,,88.4,
51,700,86.3,,52.6,,
51,710,86.7,85.2,53.5,69.1,68.6
51,730,93.9,,,,
51,740,86.4,88.8,62.4,,70.6
51,760,84.8,83.0,52.9,65.2,67.6
51,770,78.7,73.5,39.7,76.3,69.3
51,800,86.9,89.7,,,
51,810,87.0,79.8,61.8,66.3,63.4
53,3,,,,,79.7
53,5,79.7,76.2,44.8,59.6,67.8
53,7,80.5,75.3,49.8,64.6,70.0
53,9,72.5,71.7,52.1,71.9,70.1
53,11,82.1,80.5,51.8,72.9,71.2
53,13,85.5,,,,82.4
53,15,79.0,,46.6,66.7,76.3
53,17,74.6,89.3,,,
53,19,84.3,,,,
53,21,79.5,,,,72.2
53,23,,82.6,,81.3,82.3
53,25,74.9,81.4,40.0,67.9,69.3
53,27,80.7,,39.7,58.0,57.8
53,29,77.9,80.2,49.9,66.6,67.7
53,31,79.1,78.9,55.5,65.1,71.4
53,33,83.1,82.5,51.4,66.6,71.8
53,35,81.2,81.3,52.5,69.6,71.6
53,37,82.1,,,,
53,39,81.7,,,,
53,41,73.1,64.2,42.0,59.8,59.5
53,43,89.6,85.1,,,
53,45,73.1,,44.4,67.9,66.2
53,47,82.7,,,69.3,
53,49,,,,75.6,
53,53,80.7,79.1,50.0,68.2,69.6
53,55,81.2,81.3,,,
53,57,78.8,77.5,46.6,71.8,73.0
53,59,,,,,83.6
53,61,81.3,80.4,48.0,66.7,73.0
53,63,81.5,80.9,46.3,67.7,67.0
53,65,79.1,,,51.6,56.1
53,67,78.9,78.4,44.8,69.3,70.2
53,71,69.5,,47.2,67.0,63.3
53,73,75.7,81.7,45.7,70.7,70.4
53,75,85.6,88.7,,70.4,74.5
53,77,75.4,79.3,41.8,59.8,67.5
54,1,77.3,,,,
54,3,81.9,79.5,41.1,68.0,63.8
54,5,86.0,,31.7,,
54,9,,83.5,,,
54,11,82.2,77.1,42.2,62.0,63.6
54,19,77.1,73.0,35.4,55.6,60.1
54,23,92.0,,,,
54,25,83.9,78.8,41.9,66.8,73.4
54,29,,,,71.0,
54,33,78.0,80.2,31.4,54.6,59.8
54,35,80.5,,,,
54,37,82.8,79.9,38.7,,
54,39,81.4,80.8,43.0,71.0,69.4
54,41,80.7,,,,
54,45,72.7,,31.2,,68.8
54,47,77.6,,34.0,,
54,49,75.4,74.6,41.8,62.0,70.5
54,51,80.6,,28.6,,
54,53,71.3,84.8,,,
54,55,77.3,74.8,38.3,71.9,70.3
54,57,81.9,,,,
54,59,66.6,,26.4,,
54,61,82.6,82.9,44.2,63.6,65.1
54,65,85.9,,,,
54,67,75.0,,33.6,,
54,69,80.6,,43.3,66.8,73.2
54,77,86.0,,,,
54,79,82.7,,41.3,57.6,68.7
54,81,78.6,75.3,40.9,66.3,67.9
54,83,85.5,81.0,30.7,,
54,97,87.8,,,,
54,99,77.9,,32.5,70.5,66.9
54,107,83.6,84.1,44.8,61.5,65.0
54,109,81.9,,,,
55,1,85.9,,,,
55,9,85.1,84.4,58.9,64.2,70.1
55,15,93.4,,,,
55,17,81.2,,,,
55,21,84.9,,,,
55,25,86.2,80.7,54.1,71.6,76.3
55,27,81.2,,40.2,,
55,29,91.3,,,,
55,33,86.0,,,,
55,35,86.0,,,,
55,39,79.2,71.8,36.6,,66.7
55,43,78.4,,,,
55,45,85.4,,,,
55,55,79.9,,,,
55,59,78.8,81.2,66.3,,71.8
55,63,84.3,89.3,61.5,,78.3
55,71,83.7,77.2,51.4,,
55,73,83.0,79.8,56.9,,73.5
55,79,84.6,83.3,49.0,68.2,74.2
55,81,79.4,,,,
55,83,81.8,,,,
55,87,87.0,83.6,55.6,71.4,71.0
55,89,82.9,83.2,,,
55,93,88.8,,,,
55,97,85.8,,,,
55,101,87.6,82.4,45.3,79.4,75.7
55,105,82.6,84.3,52.6,60.0,73.2
55,109,82.2,,,,
55,111,80.7,,,,
55,115,79.2,,,,
55,117,79.2,,50.9,72.6,
55,127,81.3,,,,
55,131,89.6,,52.5,,
55,133,85.4,83.6,47.4,71.8,80.1
55,135,79.1,,,,
55,139,81.1,86.4,61.4,66.3,75.0
55,141,75.7,80.3,,,82.9
56,1,80.7,69.7,41.8,77.3,75.5
56,3,73.0,69.3,27.3,61.1,63.2
56,5,85.0,75.4,30.5,65.1,67.4
56,7,72.3,67.5,27.2,66.5,66.8
56,9,77.0,76.1,37.3,68.3,74.1
56,11,85.1,71.6,34.8,,
56,13,77.1,67.7,31.3,67.0,68.0
56,15,78.2,72.3,31.4,61.6,61.6
56,17,77.0,72.0,28.8,,
56,19,72.0,78.3,41.1,,69.4
56,21,82.7,80.9,43.7,71.3,76.1
56,23,72.0,67.1,33.0,67.4,73.5
56,25,79.9,73.3,47.8,77.1,74.5
56,27,73.5,,,,
56,29,76.9,71.1,40.5,73.4,70.8
56,31,74.1,72.1,33.7,66.1,74.1
56,33,79.8,71.8,52.6,68.1,74.2
56,35,75.5,69.2,32.6,,
56,37,79.2,71.8,32.0,71.9,75.8
56,39,84.3,77.1,46.8,63.6,67.6
56,41,76.4,72.2,32.5,65.1,71.3
56,43,66.7,69.6,36.6,,70.2
56,45,75.5,67.0,39.5,77.3,75.3
